Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B3-022,3,Spremni za samostalan život,B3-M04,Moj prvi dom,22,Osnovni alat i mali kućni popravak,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Perform a safe non-structural hand-tool repair,Repair a prepared tabletop object using suitable manual tools,"Checks stability, tool fit and when professional help is necessary",A - responsible adult actively supervises practical activity,"No mains, gas, drilling into walls, power tools, load-bearing fixes or work at height",Practical-skills professional,UKU;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-022-W01;B3-022-C01;B3-022-TG;B3-022-PG;B3-M04-MISSION,B3-022-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S05,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html,PLANNED - not drafted or professionally validated
B3-023,3,Spremni za samostalan život,B3-M04,Moj prvi dom,23,Curi voda ili nestaje struje: prvo sigurnost,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Recognise utility hazards and choose safe help pathways,Use a fictional floor plan and fault cards to practise stopping and calling,Avoids hazardous areas and communicates location and symptoms,L - low-risk paper/ordinary activity,"No live mains, switchboard, gas-valve or water-near-electricity exercises","Electrician, plumber and fire-safety reviewer",ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-023-W01;B3-023-C01;B3-023-TG;B3-023-PG;B3-M04-MISSION,B3-023-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-024,3,Spremni za samostalan život,B3-M04,Moj prvi dom,24,"Selidba, sustanari i zajednički računi",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Plan a move and written shared-cost responsibilities,"Create a fictional inventory, bill split and house agreement","Defines payment dates, evidence, privacy and conflict procedure",L - low-risk paper/ordinary activity,No legally binding template claims or assumptions about household structure,Housing-law reviewer and educator,POD;OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-020,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-024-W01;B3-024-C01;B3-024-TG;B3-024-PG;B3-M04-MISSION,B3-024-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B3-025,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,25,Vozačka dozvola: trošak i odgovornost,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Find current licence pathways, costs and legal driving restrictions",Compare fictional transport options and official licence information,"Separates eligibility, training, continuing costs and legal duties",L - low-risk paper/ordinary activity,No driving instruction or implying all pupils are eligible; annual law check,Licensed driving instructor,GOO;POD;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-025-W01;B3-025-C01;B3-025-TG;B3-025-PG;B3-M05-MISSION,B3-025-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S01;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B3-026,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,26,"Prije vožnje: gume, tekućine i lampice",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Use a specific owner manual to identify pre-trip checks and stop warnings,Inspect a parked training vehicle with instructor or use approved photos,Locates relevant manual sections and recognises a do-not-drive condition,P - qualified professional/instructor; paper alternative always available,"Instructor controls keys; no hot engine, moving parts or live fluid work",Qualified automotive technician,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-026-W01;B3-026-C01;B3-026-TG;B3-026-PG;B3-M05-MISSION,B3-026-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S30,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.fordservicecontent.com/Ford_Content/vdirsnet/OwnerManual/Home/Content?ProcUid=G2099248&Uid=G2099247&countryCode=USA&languageCode=en&vFilteringEnabled=False&variantid=7983,PLANNED - not drafted or professionally validated
B3-027,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,27,Kvar na cesti: zaštitim sebe i zovem pomoć,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Choose safe breakdown actions according to place and current guidance,Discuss a controlled diagram of a breakdown and emergency communication,Prioritises people over the vehicle and identifies a safe help route,L - low-risk paper/ordinary activity,No roadside reenactment; exact motorway/local procedures professionally reviewed,Road-safety professional,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-027-W01;B3-027-C01;B3-027-TG;B3-027-PG;B3-M05-MISSION,B3-027-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-028,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,28,Prazan akumulator: pokretanje uz pomoć,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Decide whether a supervised 12 V jump-start is permitted and follow the exact vehicle manual,Use labelled inert components first; optional controlled workshop demonstration by technician,"Identifies correct manual, designated points, stop conditions and when to call assistance",P - qualified professional/instructor; paper alternative always available,"16+ editorial placement; qualified technician; exact vehicle/booster manuals; no universal sequence, HV/EV traction systems, damaged/frozen/leaking battery, sparks or roadside practice",Qualified automotive technician,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-028-W01;B3-028-C01;B3-028-TG;B3-028-PG;B3-M05-MISSION,B3-028-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S30,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.fordservicecontent.com/Ford_Content/vdirsnet/OwnerManual/Home/Content?ProcUid=G2099248&Uid=G2099247&countryCode=USA&languageCode=en&vFilteringEnabled=False&variantid=7983,PLANNED - not drafted or professionally validated
B3-029,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,29,"Probušena guma: kada mijenjati, kada zvati?",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Identify manufacturer-approved lifting points and limits of roadside self-help,Observe a technician on level controlled workshop ground or use an inert model,Explains stop conditions and why nobody goes under a jack-supported vehicle,P - qualified professional/instructor; paper alternative always available,"Qualified technician only; no road shoulder practice, unstable ground or crawling beneath vehicle; exact torque/manual required",Qualified automotive technician,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-029-W01;B3-029-C01;B3-029-TG;B3-029-PG;B3-M05-MISSION,B3-029-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S30,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.fordservicecontent.com/Ford_Content/vdirsnet/OwnerManual/Home/Content?ProcUid=G2099248&Uid=G2099247&countryCode=USA&languageCode=en&vFilteringEnabled=False&variantid=7983,PLANNED - not drafted or professionally validated
B3-030,3,Spremni za samostalan život,B3-M05,Na cesti i uz automobil,30,Automobil nije samo kupovna cijena,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Compare ownership costs and documentation across vehicle types,"Build a fictional annual cost comparison including insurance, service and energy",Identifies omitted costs and independent pre-purchase inspection needs,L - low-risk paper/ordinary activity,No purchase recommendation; current registration/insurance law and EV limits verified,Automotive and consumer-law reviewers,POD;ODR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-040,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-030-W01;B3-030-C01;B3-030-TG;B3-030-PG;B3-M05-MISSION,B3-030-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S05;S03;S30,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.fordservicecontent.com/Ford_Content/vdirsnet/OwnerManual/Home/Content?ProcUid=G2099248&Uid=G2099247&countryCode=USA&languageCode=en&vFilteringEnabled=False&variantid=7983,PLANNED - not drafted or professionally validated
B3-031,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,31,"Liječnik, termin i pitanja o lijeku",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Prepare for a healthcare appointment and communicate symptoms accurately,Fill a fictional symptom-and-question note and practise a mock booking,Distinguishes urgent help from routine booking and asks about uncertainty,L - low-risk paper/ordinary activity,"No diagnosis, dose selection, stopping prescriptions or live health-data collection",Clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-031-W01;B3-031-C01;B3-031-TG;B3-031-PG;B3-M06-MISSION,B3-031-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-032,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,32,Prva pomoć: znanje pretvaram u vještinu,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Apply current first-aid learning in certified instructor-led practice,Complete an approved mannequin/AED-trainer and inert-prop session,"Instructor checks recognition, emergency contact and taught safe response",P - qualified professional/instructor; paper alternative always available,"No live emergency calls, CPR/choking manoeuvres on peers or claims of certification from the book",Certified first-aid instructor,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-032-W01;B3-032-C01;B3-032-TG;B3-032-PG;B3-M06-MISSION,B3-032-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S28,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551,PLANNED - not drafted or professionally validated
B3-033,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,33,Mentalno zdravlje: prepoznajem potrebu za pomoći,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Recognise concerning changes and reach appropriate support,Choose support routes in non-graphic fictional scenarios,Names an immediate safety route and a non-urgent support option,L - low-risk paper/ordinary activity,"No diagnosis, self-harm methods, promises of secrecy or substituting a chatbot for care",Mental-health clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-033-W01;B3-033-C01;B3-033-TG;B3-033-PG;B3-M06-MISSION,B3-033-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-034,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,34,"Pristanak, seksualno zdravlje i pouzdane informacije",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Understand consent, privacy and accessing appropriate health advice",Evaluate age-appropriate fictional communication and information scenarios,Recognises coercion and identifies confidential qualified support,L - low-risk paper/ordinary activity,"Clinician/safeguarding review; no explicit imagery, intimate demonstrations or personal disclosures",Sexual-health clinician and safeguarding specialist,ZDR;OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-034-W01;B3-034-C01;B3-034-TG;B3-034-PG;B3-M06-MISSION,B3-034-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B3-035,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,35,"Alkohol, druge tvari i siguran povratak",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Plan refusal, safe transport and emergency help",Create a sober-travel fallback for a fictional social event,Rejects impaired driving and identifies help if someone is unwell,L - low-risk paper/ordinary activity,"No consumption exercises, dosing or techniques to evade checks",Clinician and road-safety educator,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-035-W01;B3-035-C01;B3-035-TG;B3-035-PG;B3-M06-MISSION,B3-035-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-036,3,Spremni za samostalan život,B3-M06,Zdravlje i sigurnost,36,"Rad, san i oporavak mogu zajedno",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Create a sustainable schedule and recognise overload,Revise a fictional work-study week including travel and rest,Protects basic needs and names when professional support is appropriate,L - low-risk paper/ordinary activity,"No sleep restriction, productivity shame or medical promises",School psychologist,ZDR;UKU;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-026,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-036-W01;B3-036-C01;B3-036-TG;B3-036-PG;B3-M06-MISSION,B3-036-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-037,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",37,Jasno kažem što trebam,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Negotiate using facts, options and boundaries",Practise a fictional shift-change or shared-space request,"States a need, offers options and accepts another person's boundary",L - low-risk paper/ordinary activity,No coercive persuasion or advice to confront an unsafe person,Communication educator,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-020,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-037-W01;B3-037-C01;B3-037-TG;B3-037-PG;B3-M07-MISSION,B3-037-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-038,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",38,Zdrav odnos i znakovi kontrole,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Recognise respectful relationships and coercive control,Compare non-graphic fictional messages and support choices,Identifies a boundary violation and a safe help route,L - low-risk paper/ordinary activity,"No victim blame, diagnostic labels or forced discussion of personal relationships",Safeguarding specialist,OSR;ZDR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-038-W01;B3-038-C01;B3-038-TG;B3-038-PG;B3-M07-MISSION,B3-038-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B3-039,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",39,Podrška prijatelju nije samostalno spašavanje,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Offer care while involving professional or emergency support when needed,Practise a low-intensity fictional conversation with an exit option,Avoids secrecy promises and identifies a qualified support route,L - low-risk paper/ordinary activity,"No crisis reenactment, self-harm detail or expectation to manage risk alone",Mental-health clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-039-W01;B3-039-C01;B3-039-TG;B3-039-PG;B3-M07-MISSION,B3-039-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B3-040,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",40,Novac i dogovori među ljudima,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Document shared costs and clarify expectations,Draft a fictional written agreement for a shared purchase,"Records contributions, ownership, repayment questions and dispute route",L - low-risk paper/ordinary activity,"No lending, enforceability claims or pressure to disclose family disputes",Consumer-law reviewer,POD;OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-040-W01;B3-040-C01;B3-040-TG;B3-040-PG;B3-M07-MISSION,B3-040-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B3-041,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",41,Prigovor koji se može riješiti,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Write a factual complaint with evidence and a clear request,Prepare a fictional damaged-product complaint,"Includes date, facts, desired remedy and safe evidence handling",L - low-risk paper/ordinary activity,"No threats, defamatory accusations or unverified legal deadlines",Consumer-law reviewer and language editor,GOO;OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-041-W01;B3-041-C01;B3-041-TG;B3-041-PG;B3-M07-MISSION,B3-041-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-042,3,Spremni za samostalan život,B3-M07,"Odnosi, granice i dogovori",42,Govorim pred drugima i vodim težak razgovor,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Structure an explanation and respond to questions respectfully,Deliver a two-minute practical explanation with an accessible alternative,"States purpose, evidence and uncertainty and listens to a question",L - low-risk paper/ordinary activity,No forced public performance or political persuasion grading,Communication educator,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-042-W01;B3-042-C01;B3-042-TG;B3-042-PG;B3-M07-MISSION,B3-042-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
