Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B2-025,2,Mogu više!,B2-M05,Zdravlje i odrastanje,25,Tijelo se mijenja,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Understand puberty, hygiene and respectful privacy",Match anonymous fictional questions to reliable support sources,Identifies a trusted adult or clinician and rejects teasing,L - low-risk paper/ordinary activity,Age-appropriate health review; no personal development disclosures,Paediatric clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-047,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-025-W01;B2-025-C01;B2-025-TG;B2-025-PG;B2-M05-MISSION,B2-025-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-026,2,Mogu više!,B2-M05,Zdravlje i odrastanje,26,"San, stres i oporavak",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise stress signals and plan realistic recovery,Improve a fictional student's overloaded evening,Protects rest and includes a help route for persistent difficulties,L - low-risk paper/ordinary activity,Not diagnosis or treatment; no sleep-deprivation experiments,School psychologist,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-015;CM-049,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-026-W01;B2-026-C01;B2-026-TG;B2-026-PG;B2-M05-MISSION,B2-026-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-027,2,Mogu više!,B2-M05,Zdravlje i odrastanje,27,Krećem se na svoj način,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Choose enjoyable accessible movement and safe progression,"Plan an inclusive activity with rest, water and adaptations",Names a stop signal and an adaptation,A - responsible adult actively supervises practical activity,No maximal exertion tests or competitive weight/fitness grading,Physical-education specialist,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-027-W01;B2-027-C01;B2-027-TG;B2-027-PG;B2-M05-MISSION,B2-027-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-028,2,Mogu više!,B2-M05,Zdravlje i odrastanje,28,"Hrana, tijelo i poruke s ekrana",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Critically examine body-image and food claims,Compare fictional advertisements with balanced health guidance,Identifies manipulation and a reliable support source,L - low-risk paper/ordinary activity,"No calorie counting, weigh-ins, restrictive diets or before/after body images",Dietitian and psychologist,ZDR;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-050,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-028-W01;B2-028-C01;B2-028-TG;B2-028-PG;B2-M05-MISSION,B2-028-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-029,2,Mogu više!,B2-M05,Zdravlje i odrastanje,29,Zdravstveni savjet: kome vjerovati?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Evaluate a health claim and know when to seek adult help,Compare a mock influencer claim with a clinician-reviewed reference,Names missing evidence and an appropriate help route,L - low-risk paper/ordinary activity,"No self-diagnosis, medication doses or supplement recommendations",Clinician,ZDR;UKU;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-053,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-029-W01;B2-029-C01;B2-029-TG;B2-029-PG;B2-M05-MISSION,B2-029-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-030,2,Mogu više!,B2-M05,Zdravlje i odrastanje,30,Pritisak društva: kako reći ne?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Use refusal, exit and help-seeking strategies",Rehearse a fictional pressure-to-use-substances scenario,States a boundary and reaches a safe support option,L - low-risk paper/ordinary activity,No real substances or confessions; safeguarding route available,School psychologist,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-017,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-030-W01;B2-030-C01;B2-030-TG;B2-030-PG;B2-M05-MISSION,B2-030-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-031,2,Mogu više!,B2-M06,Odnosi i komunikacija,31,Moje granice i tuđi pristanak,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Recognise consent, privacy and changing one's mind",Discuss fictional everyday boundary scenarios,Respects a refusal and identifies coercion,L - low-risk paper/ordinary activity,No intimate role-play or compelled personal disclosure,Safeguarding specialist,OSR;ZDR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-016,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-031-W01;B2-031-C01;B2-031-TG;B2-031-PG;B2-M06-MISSION,B2-031-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B2-032,2,Mogu više!,B2-M06,Odnosi i komunikacija,32,"Ne slažemo se, ali možemo razgovarati",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Use assertive, nonviolent disagreement","Rewrite an accusatory message as facts, needs and a request",Makes a clear request without insult or threat,L - low-risk paper/ordinary activity,Abuse is not a mutual communication problem; seek help instead,School psychologist,OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-013;CM-017,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-032-W01;B2-032-C01;B2-032-TG;B2-032-PG;B2-M06-MISSION,B2-032-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B2-033,2,Mogu više!,B2-M06,Odnosi i komunikacija,33,Pišem poruku i telefoniram pristojno,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Make a concise practical request with relevant details,Draft a fictional library email and practise a mock call,"Includes purpose, essential details and an appropriate closing",L - low-risk paper/ordinary activity,No real calls or personal contact data required,Croatian-language teacher,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-012;CM-016,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-033-W01;B2-033-C01;B2-033-TG;B2-033-PG;B2-M06-MISSION,B2-033-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-034,2,Mogu više!,B2-M06,Odnosi i komunikacija,34,"U timu: dogovor, povratna informacija, rok",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Coordinate roles and give useful feedback,Run a paper-building task with a short review meeting,"Names a contribution, an issue and a next step",L - low-risk paper/ordinary activity,Accessible role choices; no popularity scoring,Subject teacher,OSR;UKU;POD,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-014;CM-018,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-034-W01;B2-034-C01;B2-034-TG;B2-034-PG;B2-M06-MISSION,B2-034-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03;S01,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html,PLANNED - not drafted or professionally validated
B2-035,2,Mogu više!,B2-M06,Odnosi i komunikacija,35,Prijatelju je teško: kako pomoći?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Offer support without becoming a secret keeper or therapist,Choose responses to fictional friend-in-distress messages,Listens and involves a trusted adult when safety is uncertain,L - low-risk paper/ordinary activity,"No crisis role-play intensity, promises of secrecy or diagnostic labels",School psychologist,OSR;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-016;CM-053,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-035-W01;B2-035-C01;B2-035-TG;B2-035-PG;B2-M06-MISSION,B2-035-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B2-036,2,Mogu više!,B2-M06,Odnosi i komunikacija,36,Pripadanje bez isključivanja,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise exclusion and safe bystander options,Improve a fictional group invitation and access plan,Offers a concrete inclusive change and safe reporting option,L - low-risk paper/ordinary activity,Never require a bullied child to confront the aggressor,Inclusion specialist,OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-043,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-036-W01;B2-036-C01;B2-036-TG;B2-036-PG;B2-M06-MISSION,B2-036-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B2-037,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,37,Hitno ili nije? Biram pravi poziv,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Distinguish emergencies and communicate location and risk,Use a disconnected mock phone with scenario cards,Provides relevant facts and follows simulated operator guidance,L - low-risk paper/ordinary activity,Never place a real practice emergency call; local contacts reviewed,Emergency educator,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-037-W01;B2-037-C01;B2-037-TG;B2-037-PG;B2-M07-MISSION,B2-037-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S33,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://civilna-zastita.gov.hr/kontakti/podrucni-ured-civilne-zastite-split/edukacija-djece-povodom-dana-europskog-broja-112/9113,PLANNED - not drafted or professionally validated
B2-038,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,38,Oživljavanje i AED: učim uz instruktora,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise unresponsiveness and the need for trained emergency response,Attend an approved age-adapted mannequin/AED-trainer session or observe,"Instructor checks safe role, help activation and taught steps",P - qualified professional/instructor; paper alternative always available,Qualified instructor only; no CPR on peers or live AED use for practice,Certified first-aid instructor,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-052,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-038-W01;B2-038-C01;B2-038-TG;B2-038-PG;B2-M07-MISSION,B2-038-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S28,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551,PLANNED - not drafted or professionally validated
B2-039,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,39,"Krvarenje, opeklina ili gušenje: tražim i pružam pomoć",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise urgent injury situations and follow current trained guidance,Use approved picture scenarios and inert training props,Instructor checks help-seeking and avoids unsafe improvised treatment,P - qualified professional/instructor; paper alternative always available,"No choking manoeuvres on peers, real wounds, flames or unreviewed clinical steps",Certified first-aid instructor,ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-039-W01;B2-039-C01;B2-039-TG;B2-039-PG;B2-M07-MISSION,B2-039-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S28,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551,PLANNED - not drafted or professionally validated
B2-040,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,40,Bicikl i romobil: pravila prije vožnje,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Check route, protective equipment and current age/legal rules",Evaluate a paper route and equipment checklist,Flags a prohibited or unsafe choice and selects an alternative,A - responsible adult actively supervises practical activity,"No road riding until current Croatian rules, competence and adult permission are checked",Road-safety educator,ZDR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-051,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-040-W01;B2-040-C01;B2-040-TG;B2-040-PG;B2-M07-MISSION,B2-040-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B2-041,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,41,"Požar, plin i ugljikov monoksid",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise warning signs and choose a safe exit/help response,Rehearse a locally reviewed paper evacuation scenario,Avoids unsafe investigation and explains a safe help location,L - low-risk paper/ordinary activity,"No real gas, smoke, flames or operating switches in a suspected leak",Fire-safety professional,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-041-W01;B2-041-C01;B2-041-TG;B2-041-PG;B2-M07-MISSION,B2-041-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-042,2,Mogu više!,B2-M07,Sigurnost u stvarnom svijetu,42,Voda i priroda: pomoć bez dodatne žrtve,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise outdoor hazards and call for suitable rescue help,"Choose actions in fictional river, sea and storm scenarios",Avoids entering dangerous water or terrain to attempt rescue,L - low-risk paper/ordinary activity,"No rescue entry, climbing, swimming tests or remote outings",Water-rescue or outdoor-safety professional,ZDR;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-042-W01;B2-042-C01;B2-042-TG;B2-042-PG;B2-M07-MISSION,B2-042-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S05,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html,PLANNED - not drafted or professionally validated
B2-043,2,Mogu više!,B2-M08,Digitalne odluke,43,"Lozinke, potvrda prijave i oporavak računa",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Explain unique passphrases, MFA and recovery planning",Build a mock account-safety plan with fictional credentials,"Distinguishes a secret, verification request and recovery route",L - low-risk paper/ordinary activity,"Never share real passwords, OTPs or recovery codes; no child-account setup required",Cybersecurity reviewer,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-028;CM-029;CM-030,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-043-W01;B2-043-C01;B2-043-TG;B2-043-PG;B2-M08-MISSION,B2-043-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-044,2,Mogu više!,B2-M08,Digitalne odluke,44,Poruka izgleda stvarno. Je li?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Spot phishing signals and verify through an independent channel,Annotate printed fake messages and a safe verification choice,Rejects a suspicious link and names an independent contact route,L - low-risk paper/ordinary activity,"No live malicious URLs, attachments or responding to scammers",Cybersecurity reviewer,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-030,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-044-W01;B2-044-C01;B2-044-TG;B2-044-PG;B2-M08-MISSION,B2-044-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-045,2,Mogu više!,B2-M08,Digitalne odluke,45,Slika nije cijela priča,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Check source, date, context and altered-media clues",Compare fictional images with their full contextual captions,Explains why appearance alone does not establish truth,L - low-risk paper/ordinary activity,No disturbing imagery or political persuasion targets,Media-literacy educator,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-045-W01;B2-045-C01;B2-045-TG;B2-045-PG;B2-M08-MISSION,B2-045-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-046,2,Mogu više!,B2-M08,Digitalne odluke,46,"AI kao pomoćnik, ne kao dokaz",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Check AI output against reliable sources and disclose permitted use,Find two planted errors in a printed mock AI answer,Corrects errors using sources and records how assistance was used,L - low-risk paper/ordinary activity,No student accounts or private data; follow school rules and service age limits,AI-literacy educator,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-046-W01;B2-046-C01;B2-046-TG;B2-046-PG;B2-M08-MISSION,B2-046-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S13;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-047,2,Mogu više!,B2-M08,Digitalne odluke,47,Zašto mi ekran baš to nudi?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Recognise recommendations, advertising and manipulative design",Map a fictional feed's attention and spending prompts,Identifies an advert and a practical boundary,L - low-risk paper/ordinary activity,No gambling demonstrations or live persuasive feeds,Media-literacy educator,IKT;POD;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-031,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-047-W01;B2-047-C01;B2-047-TG;B2-047-PG;B2-M08-MISSION,B2-047-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S01;S07;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
