Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B1-026,1,"Mali koraci, velike vještine",B1-M05,Brinem se o sebi,26,Moji zubi svaki dan,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Describe a reviewed tooth-care routine,Practise movements on a model and plan reminders,Explains the routine using the approved guide,A - responsible adult actively supervises practical activity,No shared toothbrushes; dentist validates timings and product advice,Dentist,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-049,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-026-W01;B1-026-C01;B1-026-TG;B1-026-PG;B1-M05-MISSION,B1-026-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-027,1,"Mali koraci, velike vještine",B1-M05,Brinem se o sebi,27,San i odmor dio su dana,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Plan a calm wind-down routine,Choose three evening habits from illustrated alternatives,Explains a routine that includes rest and a help option,L - low-risk paper/ordinary activity,Avoid fixed medical sleep claims before clinical review,School-health clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-049,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-027-W01;B1-027-C01;B1-027-TG;B1-027-PG;B1-M05-MISSION,B1-027-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-028,1,"Mali koraci, velike vještine",B1-M05,Brinem se o sebi,28,Kretanje i voda za moj dan,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Include enjoyable accessible movement and drinking opportunities,Plan a day with adaptable movement breaks,Includes a feasible option for their own abilities,L - low-risk paper/ordinary activity,"No fitness ranking, forced exercise or fluid targets",Physical-education teacher,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-028-W01;B1-028-C01;B1-028-TG;B1-028-PG;B1-M05-MISSION,B1-028-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-029,1,"Mali koraci, velike vještine",B1-M05,Brinem se o sebi,29,Prepoznajem kako se osjećam,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Name feelings and choose a helpful next step,Match a fictional situation to feelings and support options,Names a feeling and a safe response without judging it,L - low-risk paper/ordinary activity,No required personal disclosure or diagnosis,Child psychologist,OSR;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-009,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-029-W01;B1-029-C01;B1-029-TG;B1-029-PG;B1-M05-MISSION,B1-029-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B1-030,1,"Mali koraci, velike vještine",B1-M05,Brinem se o sebi,30,Ne osjećam se dobro: kome kažem?,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Explain discomfort and identify a trusted adult,Role-play telling an adult where something hurts,Communicates a concern and asks for help,L - low-risk paper/ordinary activity,"No self-diagnosis, medicine selection or dosage advice",School-health clinician,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-030-W01;B1-030-C01;B1-030-TG;B1-030-PG;B1-M05-MISSION,B1-030-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-031,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,31,Predstavljam se i slušam,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Introduce oneself appropriately and listen actively,Pair role-play using fictional names and hobbies,Takes turns and recalls one thing the partner said,L - low-risk paper/ordinary activity,Do not share addresses or private family information,Primary teacher,OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-010;CM-012,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-031-W01;B1-031-C01;B1-031-TG;B1-031-PG;B1-M06-MISSION,B1-031-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-032,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,32,Kako zamoliti za pomoć,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Make a clear help request,Practise a request when instructions are confusing,States the difficulty and the help needed,L - low-risk paper/ordinary activity,Child can choose a trusted alternative if an adult is unhelpful,Child psychologist,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-010;CM-012,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-032-W01;B1-032-C01;B1-032-TG;B1-032-PG;B1-M06-MISSION,B1-032-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-033,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,33,Moje tijelo i moje granice,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Express a boundary and seek help about unsafe behaviour,Choose words for declining unwanted touch in a fictional scene,Uses a boundary phrase and names a trusted-help route,L - low-risk paper/ordinary activity,No touching exercise; no demand to disclose abuse; safeguarding referral protocol,Child-safeguarding specialist,OSR;ZDR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-041,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-033-W01;B1-033-C01;B1-033-TG;B1-033-PG;B1-M06-MISSION,B1-033-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B1-034,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,34,Pogriješio sam: kako popraviti?,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Make an apology and a realistic repair offer,Role-play returning a borrowed item late,Acknowledges impact and offers a feasible repair,L - low-risk paper/ordinary activity,Never require apology to an unsafe person,Child psychologist,OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-011;CM-013,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-034-W01;B1-034-C01;B1-034-TG;B1-034-PG;B1-M06-MISSION,B1-034-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-035,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,35,Kad se ne slažemo,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,"Use words, pauses and help rather than aggression",Resolve a fictional disagreement over a game,Offers a turn-taking solution or asks for adult help,L - low-risk paper/ordinary activity,No simulated physical conflict; safety overrides compromise,Child psychologist,OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-011;CM-013,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-035-W01;B1-035-C01;B1-035-TG;B1-035-PG;B1-M06-MISSION,B1-035-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B1-036,1,"Mali koraci, velike vještine",B1-M06,Ja i drugi,36,Nitko ne mora ostati po strani,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Include others and respond to exclusion,Adapt a playground game for different needs,Suggests one practical inclusive change,L - low-risk paper/ordinary activity,Do not single out a real child as the problem or beneficiary,Special educator,OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-009;CM-041,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-036-W01;B1-036-C01;B1-036-TG;B1-036-PG;B1-M06-MISSION,B1-036-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B1-037,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,37,Znam kada i kako zvati 112,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Recognise an emergency and communicate essential facts,Use a disconnected pretend phone and a location card,States what happened and where; listens to the adult dispatcher role,A - responsible adult actively supervises practical activity,Never place a real practice call; no guarantee every device can call,First-aid instructor,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-037-W01;B1-037-C01;B1-037-TG;B1-037-PG;B1-M07-MISSION,B1-037-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S28;S33,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551 | https://civilna-zastita.gov.hr/kontakti/podrucni-ured-civilne-zastite-split/edukacija-djece-povodom-dana-europskog-broja-112/9113,PLANNED - not drafted or professionally validated
B1-038,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,38,Izgubio sam se: stanem i tražim pomoć,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Follow a family-agreed lost-child plan,Choose a safe visible place and an appropriate helper in a picture scene,"Explains staying safe, seeking identifiable help and sharing only needed details",A - responsible adult actively supervises practical activity,Immediate danger overrides staying still; do not teach appearance-based stranger tests,Child-safeguarding specialist,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-038-W01;B1-038-C01;B1-038-TG;B1-038-PG;B1-M07-MISSION,B1-038-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-039,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,39,Dim ili požar: prvo sigurnost,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Recognise an alarm and follow the local evacuation plan,Trace an exit route on a fictional floor plan,Chooses evacuation and alerting rather than retrieving possessions,A - responsible adult actively supervises practical activity,"No fire, smoke, extinguishing or locked-door experiments",Fire-safety educator,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-045,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-039-W01;B1-039-C01;B1-039-TG;B1-039-PG;B1-M07-MISSION,B1-039-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-040,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,40,"Mala ozljeda, prava pomoć",OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Recognise a minor injury and request safe assistance,Arrange approved first-aid picture cards around a doll,Calls an adult and identifies do-not-touch hazards,A - responsible adult actively supervises practical activity,No blood contact or procedures on classmates; clinician checks all steps,First-aid instructor,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-046,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-040-W01;B1-040-C01;B1-040-TG;B1-040-PG;B1-M07-MISSION,B1-040-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02;S28,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551,PLANNED - not drafted or professionally validated
B1-041,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,41,Sigurno prelazim cestu,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Explain a reviewed pedestrian crossing routine,Use a floor road model and then an adult-led observation,Identifies a crossing and checks the scene with an adult,A - responsible adult actively supervises practical activity,No unsupervised road task or speed-based game,Road-safety educator,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-044,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-041-W01;B1-041-C01;B1-041-TG;B1-041-PG;B1-M07-MISSION,B1-041-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-042,1,"Mali koraci, velike vještine",B1-M07,Znam potražiti pomoć,42,Uz vodu nisam sam,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Recognise water hazards and alert an adult,"Select safe responses to pool, river and beach scenarios",Does not enter water to rescue another person,L - low-risk paper/ordinary activity,No swimming competence assumed; no water rescue practice,Water-safety instructor,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-042-W01;B1-042-C01;B1-042-TG;B1-042-PG;B1-M07-MISSION,B1-042-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-043,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,43,Što ostaje privatno?,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Identify information not to share casually,"Sort fictional names, passwords and photographs into sharing choices",Protects passwords and sensitive details in every critical example,L - low-risk paper/ordinary activity,"Never collect pupils' actual passwords, addresses or images",Digital-safety educator,IKT;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-027;CM-028,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-043-W01;B1-043-C01;B1-043-TG;B1-043-PG;B1-M08-MISSION,B1-043-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S06;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-044,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,44,Lozinka nije za dijeljenje,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Explain why accounts need protected access,Invent a pretend passphrase for a paper account,Keeps real credentials private and knows whom to ask for support,L - low-risk paper/ordinary activity,No real child account creation; guardian manages age restrictions,Digital-safety educator,IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-027;CM-028,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-044-W01;B1-044-C01;B1-044-TG;B1-044-PG;B1-M08-MISSION,B1-044-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-045,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,45,Osvojio si nagradu! Je li stvarno?,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Pause on suspicious messages and ask a trusted adult,Inspect three printed fictional prize messages,Does not click or provide details and identifies a help route,L - low-risk paper/ordinary activity,No live scam links or interactive adversaries,Digital-safety educator,IKT;POD,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-027,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-045-W01;B1-045-C01;B1-045-TG;B1-045-PG;B1-M08-MISSION,B1-045-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S01;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-046,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,46,Kad je netko neugodan na internetu,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Stop engagement and seek help about harmful contact,Choose a safe sequence from paper response cards,Names the adult-help and reporting options,L - low-risk paper/ordinary activity,Use non-graphic examples; no public sharing of personal incidents,Child-safeguarding specialist,IKT;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-027;CM-028,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-046-W01;B1-046-C01;B1-046-TG;B1-046-PG;B1-M08-MISSION,B1-046-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S02;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-047,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,47,Ekran ima svoje vrijeme i mjesto,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Agree device use with adults and follow school rules,"Build a day that includes offline play, learning and rest",Explains where permission is needed and an offline alternative,L - low-risk paper/ordinary activity,Do not imply devices are universally forbidden for accessibility or approved learning,Primary teacher,IKT;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-047-W01;B1-047-C01;B1-047-TG;B1-047-PG;B1-M08-MISSION,B1-047-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S07;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-048,1,"Mali koraci, velike vještine",B1-M08,Pametno u digitalnom svijetu,48,Računalo može pogriješiti,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Recognise that AI-like answers need checking,Compare a printed imaginary chatbot answer with a teacher-provided fact card,Finds one error and asks a person or checks a source,L - low-risk paper/ordinary activity,"No independent AI account, personal data or claim of machine feelings",AI-literacy educator,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-048-W01;B1-048-C01;B1-048-TG;B1-048-PG;B1-M08-MISSION,B1-048-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-049,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,49,Čitam jednostavnu kartu,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Use a key and landmarks on a simple map,Plan a route across a fictional school or park map,Explains two landmarks and the destination,L - low-risk paper/ordinary activity,Never publish a child's real home route,Primary teacher,UKU;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-049-W01;B1-049-C01;B1-049-TG;B1-049-PG;B1-M09-MISSION,B1-049-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-050,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,50,"Autobus, tramvaj i moja karta",OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,"Recognise boarding, ticket and meeting-point routines",Role-play a trip using a paper ticket and map,Explains staying with the agreed adult and what to do if separated,A - responsible adult actively supervises practical activity,Real outing only with responsible adult; local ticket rules verified,Transport educator,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-044,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-050-W01;B1-050-C01;B1-050-TG;B1-050-PG;B1-M09-MISSION,B1-050-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
